episode,policy,reward,total_power_system,total_power_ue,total_power_uav,violations,vio_local,vio_offload
341,MARL,0.010246,5.284265,5.257177,0.027088,9,4,5
342,MARL,0.010252,5.783258,5.751177,0.032081,8,2,6
343,MARL,0.010367,6.173058,6.142635,0.030423,7,2,5
344,MARL,0.011072,6.056322,6.029212,0.02711,6,2,4
345,MARL,0.009842,6.185451,6.15735,0.028101,8,4,4
346,MARL,0.009206,5.888292,5.859752,0.02854,10,2,8
347,MARL,0.008997,6.145746,6.11128,0.034466,10,4,6
348,MARL,0.010499,5.546154,5.521965,0.024188,8,5,3
349,MARL,0.009444,5.614895,5.585256,0.029639,10,8,2
350,MARL,0.008629,5.116541,5.085999,0.030542,13,8,5
351,MARL,0.010483,5.068926,5.035856,0.033071,9,4,5
352,MARL,0.011092,5.045438,5.012309,0.033129,8,5,3
353,MARL,0.009033,6.093961,6.068549,0.025411,10,5,5
354,MARL,0.011272,5.392767,5.369561,0.023205,7,6,1
355,MARL,0.00954,6.006046,5.979207,0.02684,9,3,6
356,MARL,0.010341,5.700661,5.667193,0.033468,8,3,5
357,MARL,0.014228,5.558994,5.525156,0.033839,3,1,2
358,MARL,0.011036,5.591517,5.557692,0.033825,7,4,3
359,MARL,0.00993,5.602346,5.56712,0.035226,9,4,5
360,MARL,0.007726,5.465926,5.441312,0.024614,15,8,7
361,MARL,0.009466,6.095342,6.060781,0.034561,9,5,4
362,MARL,0.01457,5.390662,5.360153,0.030508,3,1,2
363,MARL,0.012437,5.072172,5.03736,0.034812,6,3,3
364,MARL,0.009356,5.717128,5.685384,0.031744,10,4,6
365,MARL,0.008853,5.820955,5.792978,0.027978,11,7,4
366,MARL,0.011475,5.744236,5.711281,0.032955,6,2,4
367,MARL,0.009677,6.359177,6.331236,0.027941,8,4,4
368,MARL,0.009613,5.931397,5.899273,0.032125,9,5,4
369,MARL,0.011669,5.091809,5.067269,0.024539,7,5,2
370,MARL,0.008903,5.75518,5.729363,0.025816,11,6,5
371,MARL,0.010024,5.499578,5.472917,0.026661,9,6,3
372,MARL,0.008636,5.608671,5.575653,0.033018,12,5,7
373,MARL,0.010577,4.977358,4.951666,0.025692,9,7,2
374,MARL,0.007668,5.564092,5.538845,0.025247,15,6,9
375,MARL,0.010442,5.107053,5.07332,0.033734,9,4,5
376,MARL,0.008887,5.278057,5.249257,0.028799,12,8,4
377,MARL,0.009637,5.397291,5.374827,0.022464,10,5,5
378,MARL,0.012924,4.763941,4.734317,0.029624,6,4,2
379,MARL,0.009652,5.385722,5.357697,0.028025,10,8,2
380,MARL,0.009282,5.297752,5.270857,0.026895,11,8,3
381,MARL,0.009466,4.588969,4.560812,0.028157,12,8,4
382,MARL,0.010569,5.4855,5.459463,0.026036,8,6,2
383,MARL,0.00942,5.644975,5.61196,0.033016,10,5,5
384,MARL,0.011437,5.270211,5.240655,0.029556,7,6,1
385,MARL,0.0098,4.723077,4.702306,0.020771,11,9,2
386,MARL,0.008433,4.882338,4.855141,0.027196,14,11,3
387,MARL,0.010129,5.400995,5.369108,0.031887,9,4,5
388,MARL,0.009376,5.194314,5.162846,0.031468,11,5,6
389,MARL,0.009988,5.53435,5.509087,0.025263,9,5,4
390,MARL,0.009028,5.604368,5.573615,0.030753,11,4,7
391,MARL,0.0099,5.624309,5.597907,0.026402,9,6,3
392,MARL,0.009979,5.547868,5.518447,0.029421,9,5,4
393,MARL,0.009891,6.137395,6.107731,0.029664,8,4,4
394,MARL,0.009522,5.526637,5.499376,0.027261,10,5,5
395,MARL,0.009848,5.181867,5.151672,0.030195,10,5,5
396,MARL,0.011127,5.516762,5.484276,0.032485,7,5,2
397,MARL,0.009256,5.330612,5.300444,0.030168,11,5,6
398,MARL,0.007982,5.052296,5.024964,0.027332,15,9,6
399,MARL,0.009055,5.064233,5.042001,0.022233,12,12,0
400,MARL,0.009695,5.335581,5.312472,0.023109,10,7,3
401,MARL,0.00913,4.977288,4.9505,0.026789,12,8,4
402,MARL,0.00829,5.083529,5.060492,0.023037,14,11,3
403,MARL,0.007354,4.617318,4.59639,0.020928,18,13,5
404,MARL,0.007841,4.772432,4.752175,0.020257,16,12,4
405,MARL,0.007891,5.190175,5.171383,0.018792,15,10,5
406,MARL,0.008105,4.85689,4.835447,0.021444,15,9,6
407,MARL,0.009984,5.539574,5.512857,0.026717,9,4,5
408,MARL,0.008838,4.836658,4.81205,0.024609,13,7,6
409,MARL,0.009665,5.380972,5.343254,0.037718,10,7,3
410,MARL,0.011417,5.291343,5.255514,0.035829,7,2,5
411,MARL,0.009303,4.773567,4.746016,0.027552,12,9,3
412,MARL,0.010423,5.618914,5.591055,0.027858,8,4,4
413,MARL,0.007875,5.218497,5.196985,0.021512,15,12,3
414,MARL,0.008457,4.844479,4.822555,0.021924,14,12,2
415,MARL,0.007871,4.220406,4.202299,0.018107,17,15,2
416,MARL,0.007118,4.566606,4.546213,0.020393,19,17,2
417,MARL,0.007675,5.051432,5.02641,0.025021,16,12,4
418,MARL,0.01013,4.894308,4.869356,0.024952,10,7,3
419,MARL,0.010761,5.820484,5.790017,0.030467,7,5,2
420,MARL,0.011292,4.874653,4.854149,0.020505,8,5,3
421,MARL,0.008447,5.357547,5.336343,0.021204,13,11,2
422,MARL,0.009951,5.571422,5.546675,0.024747,9,6,3
423,MARL,0.009734,5.291033,5.271222,0.019811,10,8,2
424,MARL,0.007915,5.156501,5.132162,0.024339,15,11,4
425,MARL,0.008132,4.814802,4.79587,0.018932,15,14,1
426,MARL,0.007488,4.874346,4.852233,0.022113,17,13,4
427,MARL,0.009956,4.071746,4.041491,0.030255,12,10,2
428,MARL,0.009175,4.922115,4.896692,0.025423,12,8,4
429,MARL,0.010933,5.67283,5.643804,0.029026,7,5,2
